epoch,train_loss,val_loss,val_pixel,val_struct,val_edge,val_freq,val_psnr,val_ssim,val_psnr_ema,val_ssim_ema,lr,epoch_time_sec
40,0.08903758775235879,0.08747708452865481,0.03011257096659392,0.2102324992418289,0.11891226908192039,0.0409436630550772,26.438266628397752,0.789767500758171,26.468612588439733,0.7917086899280548,0.00014016954246529696,130.09
41,0.08882234665668673,0.08763769688084722,0.029988281056284906,0.2102489650249481,0.12031154213473201,0.0409952106885612,26.435396340387022,0.7897510349750518,26.47498122870088,0.7919842511415481,0.00013711972489182208,130.27
42,0.08879164705673853,0.08729604799300432,0.03000343607272953,0.20948125123977662,0.11908468082547188,0.04106974825263023,26.439300050396206,0.7905187487602234,26.482488267344205,0.7922427147626877,0.00013402931744416433,131.38
43,0.08869713717657658,0.08693184908479452,0.03009355776011944,0.20837753117084504,0.1176301857456565,0.0411124627571553,26.420955416903734,0.791622468829155,26.488201885883974,0.7924222052097321,0.00013090169943749476,132.52
44,0.08844244013436967,0.08684837985783815,0.029827881208620965,0.20855635553598403,0.11849085818976164,0.04077743282541633,26.49834917692466,0.7914436444640159,26.493185075084018,0.7926498398184776,0.00012774029087618446,132.09
45,0.0883218217951556,0.08706461200490594,0.029891490400768817,0.20867007076740265,0.11915312493219972,0.040839674603194,26.467443058833787,0.7913299292325974,26.497683527939877,0.792843009531498,0.00012454854871407994,132.58
46,0.08818421805691389,0.08655914450064302,0.029841694934293627,0.2078559711575508,0.11748889740556479,0.04082547463476658,26.48798450422392,0.7921440288424492,26.501868479468634,0.7930322155356407,0.0001213299630743747,131.53
47,0.08804146599852376,0.08657883759588003,0.029892064444720746,0.207978954911232,0.11722882334142923,0.04088327647186816,26.475576927154343,0.792021045088768,26.507137536090227,0.7932187408208847,0.000118088053433211,131.71
48,0.08791988995961017,0.08656546268612146,0.029918848536908627,0.20781714469194412,0.11715711439028383,0.040852375933900474,26.474001125071055,0.7921828553080559,26.51114997274521,0.79341259598732,0.0001148263647711842,131.5
49,0.087844784061114,0.08652590475976467,0.02973715679254383,0.20776792913675307,0.11796339210122823,0.04061756394803524,26.52854125314853,0.7922320708632469,26.51442375297516,0.7935814738273621,0.00011154846369695863,131.59
50,0.08772122902381752,0.0862954099662602,0.02979672681540251,0.20676523298025132,0.11723314505070448,0.040745353465899824,26.500929975762517,0.7932347670197487,26.519623239895214,0.7937523856759071,0.00010825793454723325,132.57
51,0.0876842791111105,0.08617107355967164,0.029787326348014176,0.20642768293619157,0.11690074419602751,0.04078887952491641,26.494632204258863,0.7935723170638085,26.523974928455186,0.7939164891839028,0.00010495837546732224,132.47
52,0.08745138308861189,0.08607706762850284,0.029800225142389537,0.2062127485871315,0.11652621496468782,0.04079370973631739,26.485841238071583,0.7937872514128685,26.52791960500128,0.7940787732601166,0.00010165339447663587,129.98
53,0.08742859955463145,0.08599781086668372,0.02972608497366309,0.2060004323720932,0.11667534345760941,0.04073179750703275,26.50762560704353,0.7939995676279068,26.53064072896754,0.794209648668766,9.834660552336415e-05,130.6
54,0.08725336006739073,0.08616237509995699,0.029760943236760797,0.2062085896730423,0.11716986559331417,0.040723374718800186,26.503096370991955,0.7937914103269577,26.53295181436738,0.7943374291062355,9.504162453267777e-05,131.51
55,0.08733223721178042,0.08644636506214738,0.029904525773599745,0.20702279955148697,0.11722535528242588,0.04086695685982704,26.46993536368484,0.792977200448513,26.53646326016871,0.794462476670742,9.174206545276677e-05,132.52
56,0.08714859379041526,0.08615325931459665,0.02990507597569376,0.20681524723768235,0.11593939699232578,0.04076029593124986,26.495553308207246,0.7931847527623177,26.542009491460398,0.7945657268166542,8.845153630304139e-05,130.46
57,0.0870080378320482,0.08594633964821696,0.029821091471239923,0.20600933581590652,0.11593135092407465,0.040751511324197055,26.50080404373772,0.7939906641840935,26.544996571068346,0.7946631744503975,8.517363522881579e-05,131.45
58,0.08690505402369632,0.08605842217803002,0.0298871400533244,0.20651035457849504,0.11575562097132205,0.04087205529212952,26.47444502943092,0.793489645421505,26.54623279981301,0.7947620540857315,8.191194656678904e-05,131.34
59,0.08680919865146279,0.08588601676747203,0.02965053040534258,0.206022210419178,0.11651034541428089,0.040601667994633314,26.53276070561929,0.793977789580822,26.547077518585116,0.794852714240551,7.867003692562534e-05,129.82
60,0.08674528442530169,0.085843541380018,0.02965050875209272,0.2056991070508957,0.1165316361002624,0.04063676199875772,26.52644166534215,0.7943008929491043,26.54820604472904,0.7949190944433212,7.54514512859201e-05,130.86
61,0.08664268357679247,0.0857925578020513,0.029695892590098083,0.2056522399187088,0.11608111346140504,0.04065210400149226,26.521140032877078,0.7943477600812912,26.550465735208963,0.7949597999453545,7.225970912381556e-05,132.06
62,0.08656255865676535,0.08575583705678583,0.029596325755119324,0.2060083866119385,0.11616249345242977,0.04051505601964891,26.55081051888419,0.7939916133880616,26.55212665603442,0.7950320571660996,6.909830056250527e-05,136.67
63,0.08640666835837894,0.08567164354026317,0.029690337413921953,0.20540158152580262,0.11569292619824409,0.04064965033903718,26.520623802444135,0.7945984184741974,26.55341499616396,0.7951160475611687,6.59706825558357e-05,132.82
64,0.08639671272701688,0.08569284407421947,0.029655856220051645,0.20526064783334733,0.11609454434365034,0.040579581074416636,26.5343965784578,0.7947393521666527,26.55374734474886,0.7951982080936432,6.28802751081779e-05,132.93
65,0.08632576616687906,0.08565718149766326,0.02957406595814973,0.20561783760786057,0.11605990184471011,0.040569164184853436,26.55313708898897,0.7943821623921394,26.554961291754,0.7952759951353073,5.983045753470308e-05,141.26
66,0.08624522073401344,0.08563097594305873,0.02960942517966032,0.20531566590070724,0.11599225793033838,0.04051494942978025,26.550486068260728,0.7946843340992927,26.556836478494326,0.7953258320689202,5.6824564766150726e-05,136.67
67,0.08614640056879984,0.08557554185390473,0.029656000947579742,0.2054808795452118,0.11533852722495794,0.04059405196458101,26.536013020100853,0.7945191204547882,26.558358765693725,0.7953490346670151,5.386588370213124e-05,136.83
68,0.08606561459600925,0.08555007567629218,0.02960573756136,0.20521925538778304,0.11566431047394872,0.04057171628810465,26.54268388551929,0.7947807446122169,26.55808840540065,0.7953867405653,5.095764961694922e-05,137.09
69,0.08600978290455209,0.08547485247254372,0.029582053935155273,0.2049529954791069,0.11561621082946658,0.04053210662677884,26.550974876553973,0.795047004520893,26.559189912537352,0.7954229533672332,4.810304262187852e-05,143.27
70,0.08594825867977407,0.08548278845846653,0.029560270649380983,0.2048279032111168,0.11585967428982258,0.040527906455099585,26.54955453256345,0.7951720967888832,26.559505159871996,0.7954737901687622,4.530518418775733e-05,162.79
71,0.08588027212147911,0.08541644439101219,0.029643780621699988,0.2047860488295555,0.11512120738625527,0.04061028533615172,26.539239892439902,0.7952139511704445,26.560595702889554,0.795530204474926,4.256713373170564e-05,132.06
72,0.0858160698475937,0.08543732836842537,0.029517772793769836,0.2046454057097435,0.11599149694666266,0.04048887370154262,26.56101222980363,0.7953545942902565,26.56206913707273,0.7955934330821037,3.9891885271697496e-05,135.21
73,0.08574307970702648,0.08539168536663055,0.029603406274691223,0.20462726056575775,0.11533867623656988,0.04052905086427927,26.54384276804232,0.7953727394342422,26.562539097644635,0.795634388923645,3.7282364152646297e-05,135.59
74,0.08567187296640542,0.08541423138231038,0.02954630241729319,0.204612834751606,0.11574280457571148,0.04054882111959159,26.552256227399702,0.795387165248394,26.56337557742002,0.7956743031740189,3.4741423847583134e-05,135.99
75,0.08562040991253322,0.08539569545537233,0.029532266804017125,0.20474859625101088,0.11563150091096759,0.04049673452973366,26.554969754572177,0.7952514037489891,26.563429385463117,0.7956741929054261,3.227184283742591e-05,134.6
76,0.08557014435322749,0.08534217523410917,0.029549819719977676,0.20437310636043549,0.11555714681744575,0.040499173756688836,26.554072184716915,0.7956268936395645,26.56342457366531,0.7956933796405792,2.9876321572751144e-05,133.37
77,0.08552511476187243,0.08537845946848392,0.029524050699546934,0.20454741567373275,0.11574534056708216,0.04046453540213406,26.558358283532122,0.7954525843262672,26.563547633332263,0.7957047298550606,2.7557479520891104e-05,134.55
78,0.08548216489661072,0.08531247125938535,0.029509151517413557,0.20454507321119308,0.11549147916957736,0.040465206000953914,26.568089064454067,0.7954549267888069,26.563695587185457,0.7957376837730408,2.5317852301584643e-05,133.88
79,0.08543482177580396,0.08529627192765474,0.029558142321184276,0.20437837839126588,0.11527691734954715,0.04051976948976517,26.555684188816617,0.7956216216087342,26.56373155596551,0.7957530230283737,2.315988891431412e-05,134.23
80,0.08540725037455558,0.08529925234615802,0.029531766707077623,0.20435301959514618,0.11545225130394102,0.040481591364368796,26.556931781795708,0.7956469804048538,26.563886663941748,0.79575674533844,2.1085949060360654e-05,133.75
81,0.08534565611431996,0.08528940761461853,0.029502660641446708,0.20446365028619767,0.11547092907130718,0.04046025546267629,26.5668935525204,0.7955363497138024,26.563998223292707,0.7957599982619286,1.9098300562505266e-05,133.43
82,0.08532085606000489,0.08526768432930112,0.02957009100355208,0.20441024005413055,0.11505059031769634,0.04051875551231206,26.554239787481777,0.7955897599458694,26.56395018567248,0.795767979323864,1.7199116885197995e-05,131.93
83,0.08527113259252575,0.0852933319285512,0.029534698370844124,0.20429753810167312,0.11544176386669278,0.04051297390833497,26.55618972948211,0.7957024618983268,26.563578819170083,0.7957639455795288,1.5390474757906446e-05,163.78
84,0.08524514977923697,0.08526667319238186,0.029531430453062057,0.2043779045343399,0.11526999352499842,0.040491132717579606,26.557138057366416,0.7956220954656601,26.563200556105727,0.7957675576210022,1.3674351904242611e-05,130.88
85,0.08522330691210098,0.08528162464499474,0.02953822643030435,0.2043762192130089,0.11530690025538207,0.04051168323494494,26.555155189035066,0.7956237807869911,26.562728071851183,0.7957635655999183,1.2052624879351104e-05,132.95
86,0.0851936906369196,0.0852896835654974,0.029570210049860178,0.20429399013519287,0.11524858884513378,0.040513104479759934,26.549979419902478,0.7957060098648071,26.56200475241395,0.7957562327384948,1.0527067017923654e-05,132.14
87,0.08515945533290506,0.08528143763542176,0.029535044496878982,0.2042591854929924,0.11541337445378304,0.040496756741777065,26.556391129163018,0.7957408145070076,26.561568642494752,0.7957574859261513,9.09934649508375e-06,135.01
88,0.08515791766759422,0.08528994917869567,0.029532838566228747,0.20435460656881332,0.11539564644917846,0.0404957739636302,26.557643074516438,0.7956453934311867,26.56133015232503,0.7957481771707535,7.771024502261526e-06,135.84
89,0.08513287652490867,0.08528656773269176,0.029510474600829183,0.20432237833738326,0.11551990797743202,0.04047507047653198,26.5604003155093,0.7956776216626167,26.560866782040854,0.7957415789365768,6.543553540053926e-06,133.21
90,0.0851006614872151,0.08526280643418431,0.029536472354084253,0.20426845103502272,0.11530667580664158,0.040494584990665314,26.55688146880714,0.7957315489649772,26.560504373016204,0.7957352370023727,5.418275829936537e-06,133.11
91,0.08508493766809504,0.08526373067870736,0.029512029001489283,0.2042669728398323,0.11544173769652843,0.04046610672958195,26.56044624336916,0.7957330271601677,26.56011365229535,0.7957430601119995,4.3964218465642355e-06,132.91
92,0.08508220687508583,0.08525199554860592,0.029525294434279203,0.20420283526182176,0.11535861771553754,0.04049098854884505,26.558283153183016,0.7957971647381783,26.56008408887222,0.7957454353570939,3.4791089722651436e-06,133.01
93,0.08508316908652584,0.085257488489151,0.029517693794332445,0.20426786541938782,0.115376440808177,0.04048650274053216,26.560042131379372,0.7957321345806122,26.56029722066752,0.7957485929131508,2.667340275199426e-06,132.75
94,0.08507099479643834,0.0852488643489778,0.029517307970672847,0.2042761728167534,0.1153303325176239,0.040481230383738874,26.561078216814707,0.7957238271832466,26.560387431790296,0.7957481518387794,1.9620034125190644e-06,133.61
95,0.085076821823087,0.08525008512660862,0.02951641867402941,0.20426358431577682,0.11534995771944523,0.040482691721990705,26.56117917439775,0.7957364156842232,26.560419601875005,0.7957499176263809,1.3638696597277679e-06,135.45
96,0.08506896247466406,0.08524804702028632,0.029523693956434727,0.20425901859998702,0.11530495714396238,0.040490156644955276,26.55925392756584,0.7957409814000129,26.560269860426338,0.7957533583045006,8.735930673024806e-07,134.3
97,0.0850633253239923,0.08525183303281665,0.02951331324875355,0.20424512326717376,0.11538920365273952,0.040478169731795785,26.560627736822727,0.7957548767328262,26.560183290847323,0.7957517251372337,4.917097454988584e-07,133.35
98,0.08504248429089785,0.08524872967973351,0.029520744900219144,0.20424533933401107,0.11533380690962076,0.040488406037911776,26.559551095339373,0.7957546606659889,26.5602601400063,0.7957497701048851,2.1863727812254653e-07,132.91
99,0.0850556477283438,0.0852489716373384,0.029519712971523403,0.20424817651510238,0.11533871330320836,0.040485759545117614,26.559757523787322,0.7957518234848976,26.56018384871063,0.7957502320408821,5.467426590739511e-08,132.38
100,0.08503434794644514,0.08524848585948348,0.02951712456997484,0.20425173938274382,0.11534728659316898,0.04048282792791724,26.560491187319514,0.7957482606172561,26.560206034056904,0.7957501292228699,0.0,133.23
